"bol","sc","cat"
"བཀའ་འགྱུར་རིན་པོ་ཆེ་ཡོངས་རྫོགས་ཀྱི་ཀླགས་ལུང་གསན་པའི་ཐོབ་ཡིག་བློ་ལྡན་དགའ་བསྐྱེད་ཅེས་བྱ་བ་ལས་རྒྱུ་ཕར་ཕྱིན་ཐེག་པ་གཙོ་བོར་སྟོན་པའི་མདོ་ཕྱོགས་སྐོར་གྱི་དཀར་ཆག་བསྒྱུད་རིམ་དང་བཅས་པ།","6","http://purl.bdrc.io/ontology/core/Work"
"རྒྱལ་བའི་བཀའ་འགྱུར་རིན་པོ་ཆེ་ལས། བཀའ་བར་ཐ་ཟབ་རྒྱས་ངེས་དོན་མདོ་སྡེའི་སྐོར། འཕགས་པ་སྤྲིན་ཆེན་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ལྔ་བརྒྱ་པ་དང་འཕགས་པ་བྱམས་པས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།","6","http://purl.bdrc.io/ontology/core/Work"
"རྒྱལ་བའི་བཀའ་འགྱུར་ཆེན་རིན་པོ་ཆེ་ལས། བཀའ་བར་ཐ་ཟབ་རྒྱས་ངེས་དོན་མདོ་སྡེའི་སྐོར། འཕགས་པ་དེ་བཞིན་གཤེགས་པ་སྙིང་པོ། འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པ། འཕགས་པ་ལྷ་མོ་དཔལ་ཕྲེང་གི་སེང་གེའི་སྒྲ། འཕགས་པ་རྔ་བོ་ཆེ་ཆེན་པོའི་ལེའུ་དང་འཕགས་པ་སོར་མོའི་ཕྲེང་བ་ལ་ཕན་པ།","6","http://purl.bdrc.io/ontology/core/Work"
"རྒྱལ་བའི་བཀའ་འགྱུར་རིན་པོ་ཆེ་ལས། བཀའ་བར་ཐ་ཟབ་རྒྱས་ངེས་དོན་མདོ་སྡེའི་སྐོར། འཕགས་པ་དེ་བཞིན་གཤེགས་པའི་ཡོན་ཏན་དང་ཡེ་ཤེས་བསམ་གྱིས་མི་ཁྱབ་པའི་ཡུལ་ལ་འཇུག་པ་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། འཕགས་པ་བློ་གྲོས་མི་ཟད་པས་བསྟན་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་དང་འཕགས་པ་རྡོ་རྗེ་སྙིང་པོའི་གསུངས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ།","6","http://purl.bdrc.io/ontology/core/Work"
"སྤྱི་ལོ ༡༩༦༥་ཟླ ༣་ཚེས ༡༧་ཉིན་། འབྲས་བློ་གླིང་ཏྲེ་ཧོར་བཀའ་འགྱུར་སྤྲུལ་སྐུ་དང་བོད་མི་སྡོད་སྒར་གྱི་སྤྱི་འཐུས་ཁག་བཅས་ཀྱིས་ཇི་ལྟར་གསོལ་བ་བཏབ་པ་བཞིན་གོང་ས་སྐྱབས་མགོན་ཆེན་པོ་མཆོག་གིས་བོད་མི་ཉིས་སྟོང་བརྒལ་བར་ཚེ་སྦྱིན་སྒྲོལ་དཀར་ཡིད་བཞིན་འཁོར་ལོའི་ཚེ་དབང་དང་གཟུངས་སྔགས་ཡི་གེ་དྲུག་མའི་ལྗགས་ལུང་བཅས་དགྱེས་སྩལ་སྐབས་སྔོན་འགྲོའི་གསུང་བཤད་བཀའ་སློབ་གནང་བའི་ཟིན་ཐོ།","12","http://purl.bdrc.io/ontology/core/Work"
"རབ་བྱུང་བཅུ་གཅིག་པའི་སྲིན་པོ་ཞེས་པ་ཤིང་ཡོས་ཀྱི་ལོ་གདན་ས་པ་བར་པ་ཤབ་དགེ་སྡིངས་བཀྲ་ཤིས་བསམ་གྲུབ་ཏུ་ས་སྐྱ་ཁྲི་ཆེན་ངག་དབང་བསོད་ནམས་དབང་ཕྱུག་དང་། ཁྱབ་བདག་བཀའ་འགྱུར་བའི་དབོན་གནས་སར་ངག་དབང་བསོད་ནམས་སོགས་ལ་མཁན་ཆེན་ཆོས་ཀྱི་རྒྱལ་པོ་ཞྭ་ལུ་བས་སློབ་བཤད་སྙན་བརྒྱུད་བཞི་ལྡན་བསྩལ་བའི་ཚེ་པུ་ཏྲ་ཁང་དུ་ལས་ཀྱི་གཤིན་རྗེ་པུ་ཏྲ་མིང་སྲིང་ལ་རྟགས་བརྒྱད་ཁ་བཏགས་འདོམ་འཁོར་མའི་སྙན་དར་ཕུལ་བའི་ཁ་བྱང་རྣམ་པར་རྒྱལ་བའི་རུ་མཚོན།","15","http://purl.bdrc.io/ontology/core/Work"
"བཀའ་འགྱུར་བ།","12","http://purl.bdrc.io/ontology/core/Person"
"རེབ་ཚ་བཀའ་འགྱུར ༠༣","47","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་ནོ་མོན་ཧན།","34","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་ཤཱཀྱ་རྒྱལ་མཚན།","12","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་འཇམ་དབྱངས་སྨོན་ལམ།","59","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བློ་བཟང་ཐུབ་བསྟན།","25","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་ངག་དབང་རབ་བརྟན།","4","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་འཇིགས་མེད་རབ་རྒྱས།","4","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་ངག་དབང་ཆོས་འཕེལ།","279","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བློ་བཟང་ཆོས་འཛིན།","12","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བསོད་ནམས་བཟང་པོ།","20","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་དོན་ཡོད་རྡོ་རྗེ།","4","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བློ་བཟང་ཉི་མ།","12","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བློ་བཟང་ཚུལ་ཁྲིམས།","114","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་དགའ་ལྡན་བསྟན་འཛིན།","20","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་ཐབས་མཁས་རྒྱ་མཚོ།","20","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བློ་བཟང་བཀྲ་ཤིས།","4","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་སྦྱིན་པ་རྒྱ་མཚོ།","44","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བླ་མ་བློ་བཟང་ཆོས་འཕེལ།","20","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་ཀེའུ་ཚང་འཇམ་དབྱངས་སྨོན་ལམ།","59","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བླ་མ་བློ་བཟང་དབང་ཕྱུག","1","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་བྱམས་པ་ཚུལ་ཁྲིམས་རྣམ་རྒྱལ།","24","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་ཆེན་པོ་དཀོན་མཆོག་དཔལ་འཛིན།","21","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་རིན་ཆེན་དམ་ཆོས་རྒྱལ་མཚན།","4","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་འཇམ་དབྱངས་ཚུལ་ཁྲིམས་རྒྱ་མཚོ།","4","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་དཀོན་མཆོག་དམ་ཆོས་ཡར་འཕེལ།","47","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་སྐལ་བཟང་བསྟན་འཛིན་འཕྲིན་ལས།","34","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་བ་མགོན་པོ་བསོད་ནམས་མཆོག་ལྡན།","203","http://purl.bdrc.io/ontology/core/Person"
"ཏྲེ་ཧོ་བཀའ་འགྱུར་བ ༠༡་བློ་བཟང་དོན་ལྡན།","1","http://purl.bdrc.io/ontology/core/Person"
"རེབ་ཚ་བཀའ་འགྱུར་དཀོན་མཆོག་དམ་ཆོས་ཡར་འཕེལ།","47","http://purl.bdrc.io/ontology/core/Person"
"རེབ་ཙ་བཀའ་འགྱུར་བ་ངག་དབང་བློ་བཟང་ཉི་མ།","5","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར་རིན་པོ་ཆེ་ཀློང་ཆེན་ཡེ་ཤེས་རྡོ་རྗེ།","17","http://purl.bdrc.io/ontology/core/Person"
"ཤེལ་དཀར་བཀའ་འགྱུར་བླ་མ་ངག་དབང་བློ་བཟང་བསྟན་འཛིན་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།","70","http://purl.bdrc.io/ontology/core/Person"
"བཀའ་འགྱུར། ༼པེ་ཅིང་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼པེ་ཅིང་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཨུརྒ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"ཨུརྒ་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར ༼ཆབ་མདོ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ལྷ་ས༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྣར་ཐང་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྡེ་དགེ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཐ་བྲག།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼གནས་ཕུག།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྒང་སྟེང།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྤྱི་ཞིང།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར ༼ཝན་ལི༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར།༼རྭ་རྒྱ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼རྩེ་བྲང་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར ༼སྡེ་དགེ༽","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼བོན་པོ།༽","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར ༼ཅོ་ནེ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར ༼སྡེ་དགེ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྣར་ཐང་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ལི་ཐང་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྣར་ཐང༽","543","http://purl.bdrc.io/ontology/core/Instance"
"ལྷ་ས་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"ཧེ་མིས་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྣར་ཐང་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྡེ་དགེ་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"ཐ་བྲག་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"གནས་ཕུག་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྒང་སྟེང་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྡེ་དགེ་བཀའ་འགྱུར། ","6","http://purl.bdrc.io/ontology/core/Instance"
"བ་སྒོ་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྣར་ཐང་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་དཀར་ཆག་ཁག་ཅིག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རྒྱུད་སྡེའི་སྐོར།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼འཇང་པར་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཕ་ཇོ་ལྡིང།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼མདོ་སྡེ་བྲག༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཨུརྒ༽  པོད། ༩༧","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼དཔེ་བསྡུར་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"ལྷ་ས་བཀའ་འགྱུར་དང་སྣར་ཐང་བཀའ་འགྱུར་གྱི་དཀར་ཆག་མདོར་བསྡུས།","6","http://purl.bdrc.io/ontology/core/Instance"
"ལྷ་ས་བཀའ་འགྱུར་དང་སྣར་ཐང་བཀའ་འགྱུར་གྱི་དཀར་ཆག་མདོར་བསྡུས།","6","http://purl.bdrc.io/ontology/core/Instance"
"ཕ་ཇོ་ལྡིང་གི་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"གདོང་དཀར་ལའི་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"མདོ་སྡེ་བྲག་གི་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྟོག་ཕོ་བྲང་གི་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"བོན་གྱི་བཀའ་འགྱུར་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"ཨུརྒ་བཀའ་འགྱུར་གྱི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་གསོ་རིག་གཅེས་བཏུས།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སོག་ཡིག་པར་མ།༽","6","http://purl.bdrc.io/ontology/core/Instance"
"ཁུ་རེའི་བཀའ་འགྱུར་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"རྟ་དབང་བཀའ་འགྱུར་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར།༼ཤེལ་དཀར་བྲིས་མ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཕུག་བྲག་བྲིས་མ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཧེ་མིས་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཕུག་བྲག་བྲིས་མ༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཤེལ་མཁར་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼དོལ་པོ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར ༼སྡེ་དགེ་པར་ཕུད༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཧེ་མིས་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་ལུང་ཁུངས་ཟིན་བྲིས།","6","http://purl.bdrc.io/ontology/core/Instance"
"ལི་ཐང་བཀའ་འགྱུར་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼པེ་ཅིན་པར་སློག༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼བ་མགོ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼བ་མགོ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"སྡེ་དགེ་བཀའ་འགྱུར་པར་ཕུད།","543","http://purl.bdrc.io/ontology/core/Instance"
"སྡེ་དགེ་བཀའ་འགྱུར་མཚལ་པར།","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼རྣམ་རྒྱལ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"རྩ་རང་བཀའ་འགྱུར་གསེར་བྲིས།","543","http://purl.bdrc.io/ontology/core/Instance"
"ཕུག་བྲག་བཀའ་འགྱུར་གྱི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"སྟོག་ཕོ་བྲང་གི་བཀའ་འགྱུར་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼གོན་དྷ་ལ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼གོན་དྷོ་ལ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼རྒྱལ་རྩེ་ཐེམ་སྤང་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","15","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","15","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","15","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","15","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","15","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྟོག་ཕོ་བྲང་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"གོན་དྷ་ལ་བཀའ་འགྱུར་བྲིས་མ།","543","http://purl.bdrc.io/ontology/core/Instance"
"གོན་དྷོ་ལའི་བཀའ་འགྱུར་བྲིས་མ།","543","http://purl.bdrc.io/ontology/core/Instance"
"མདོ་སྔགས་བཀའ་འགྱུར་དཀར་ཆག་དང་བཀའ་འགྱུར་རོ་ཅོག་གི་དཀར་ཆག་བསྟན་པ་གསལ་བའི་སྒྲོན་མེ།","6","http://purl.bdrc.io/ontology/core/Instance"
"རྒྱལ་བའི་བཀའ་འགྱུར་ཡིད་བཞིན་ནོར་བུ།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་ཀློག་སྐབས་དྲན་གསོར་བྲིས་པ།","9","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་སོག་ཡིག་པར་མའི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་དཀར་ཆག་བོད་རྒྱ་ཤན་སྦྱར།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་ལས་འབུམ། ཉི་ཁྲི། བརྒྱད་སྟོང་།","6","http://purl.bdrc.io/ontology/core/Instance"
"འཇང་ས་ཐམ་བཀའ་འགྱུར་གྱི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"ཕུག་བྲག་བཀའ་འགྱུར་བྲིས་མའི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼སྡེ་དགེའི་མཚལ་པར་སྤུས་ལེགས།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་གྱི་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼བཀྲ་ཤིས་གཡང་རྩེ་བྲིས་མ།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཧེ་མིས་བྲིས་མ་ཉུང་ངུ་།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀྲ་ཤིས་གཡང་རྩེའི་བཀའ་འགྱུར་བྲིས་མ།","543","http://purl.bdrc.io/ontology/core/Instance"
"ཕ་ཇོ་ལྡིང་འོག་མིན་ལྷ་ཁང་གི་བཀའ་འགྱུར།","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་གྱི་དཀར་ཆག ༼དབུ་ཅན་བྲིས་མ།༽","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རྒྱལ་རྩེ་ཐེམ་སྤང་མའི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཕ་ཇོ་ལྡིང་འོག་མིན་ལྷ་ཁང།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"ཨ་མདོ་རྭ་རྒྱའི་བཀའ་འགྱུར་གྱི་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རོ་ཅོག་གི་གཟུངས་བསྡུས་པའི་སྙིང་པོ།","27","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རོ་ཅོག་གི་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","27","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རོ་ཅོག་གི་སྙིང་པོ་བསྡུས་པའི་གཟུངས།","27","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རིན་པོ་ཆེའི་དཀར་ཆག་ལས་འདུལ་བའི་སྐོར།","6","http://purl.bdrc.io/ontology/core/Instance"
"གཟུངས་བསྡུས་བཀའ་འགྱུར་དང་བསྟན་འགྱུར་བཤད་པ་ལེའུ་སོགས།","6","http://purl.bdrc.io/ontology/core/Instance"
"རྒྱལ་བའི་བཀའ་འགྱུར་རིན་པོ་ཆེའི་བཞུགས་བྱང་དཀར་ཆག","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རིན་པོ་ཆེའི་དཀར་ཆག་ལས་རྒྱུད་འབུམ་གྱི་སྐོར།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར། ༼ཧེ་མིས་གསེར་བྲིས་མ་ལས་རྒྱུད་ཁ་ཐོར་སྣ་ཚོགས།༽","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་ལས་ཁོལ་དུ་ཕྱུང་བའི་ངེས་དོན་དང་སྙིང་པོའི་མདོ།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་བ་བློ་བཟང་ཐུབ་བསྟན་གི་ལོ་རྒྱུས་མ་བཅོས་ལྷུག་པར་བཀོད་པ།","6","http://purl.bdrc.io/ontology/core/Instance"
"སྣར་ཐང་དང་ཁུ་རེ་དཔར་མའི་བཀའ་འགྱུར་ཚིག་བརྗོད་ཞིབ་བསྡུས་གསལ་བྱེད།","6","http://purl.bdrc.io/ontology/core/Instance"
"བི་ཨེན་ན་སློབ་ཆེན་དུ་འཁྱར་བའི་བཀའ་འགྱུར་བྲིས་མ་ཐོར་བུ་པོད་དགུ།","543","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་ཡོངས་རྫོགས་ཀྱི་ལུང་ལེགས་པར་ཐོབ་པའི་གསན་ཡིག་ཐར་པའི་ཐེམ་སྐས་སོགས།","6","http://purl.bdrc.io/ontology/core/Instance"
"རྒྱལ་བའི་བཀའ་འགྱུར་རོ་ཅོག་གི་ཐོབ་ཡིག་པདྨ་དཀར་པོའི་ཕྲེང་བ་མཁས་པའི་མགྲིན་རྒྱན།","6","http://purl.bdrc.io/ontology/core/Instance"
"རྗེ་བཀའ་འགྱུར་བླ་མ་སོགས་དམ་པ་ལྔའི་རྣམ་ཐར་རགས་བསྡུས་ངོ་མཚར་དད་པའི་ས་བོན་ཞེས་བྱ་བ།","6","http://purl.bdrc.io/ontology/core/Instance"
"ཤེལ་དཀར་བཀའ་འགྱུར་བླ་མ་ངག་དབང་བློ་བཟང་བསྟན་འཛིན་ཚུལ་ཁྲིམས་རྒྱལ་མཚན་གྱི་རྣམ་ཐར་གྱི་ཁ་སྐོང་།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་གྱི་ནང་དུ་བཞུགས་པའི་འཕགས་པ་གསལ་ཞིང་ཡངས་པའི་སྣང་བརྒྱད་ཅེས་དང་འཕགས་པ་བཀྲ་ཤིས་བརྩེགས་པ་རྣམས་སོགས།","6","http://purl.bdrc.io/ontology/core/Instance"
"བཀའ་འགྱུར་རིན་པོ་ཆེའི་གསུང་པར་སྲིད་གསུམ་རྒྱན་གཅིག་རྫུ་འཕྲུལ་ཤིང་རྟའི་དཀར་ཆག་ངོ་མཚར་བཀོད་པ་རྒྱ་མཚོའི་ལྡེ་མིག","6","http://purl.bdrc.io/ontology/core/Instance"
"གུ་རུ་པདྨ་འབྱུང་གནས་གཏེར་ག་རིན་པོ་ཆེ་གཟུངས་པ་བསྡུས་པ་བཀའ་འགྱུར་དང་བསྟན་འགྱུར་བཤད་པ་ལེའུ་ཞེས་བྱ་བ་གཟུངས་སོགས།","6","http://purl.bdrc.io/ontology/core/Instance"
"ཨོཾ་འཕགས་པ་གུ་རུ་པདྨ་འབྱུང་གནས་གཏེར་བཀའ། རིན་པོ་ཆེ་གཟུངས་བསྡུས་བཀའ་འགྱུར་དང་བསྟན་འགྱུར་བཤད་པ་ལེའུ་ཞེས་བྱ་བ་གཟུངས་སོགས།","6","http://purl.bdrc.io/ontology/core/Instance"
"ཨོམ་འཕགས་པ་གུ་རུ་པདྨ་འབྱུང་གནས་གཏེར་བཀའ། རིན་པོ་ཆེ་གསུངས་བསྡུས་བཀའ་འགྱུར་དང་བསྟན་བཅོས་བཤད་པའི་ལེའུ་ཞེ་བྱ་བ་གཟུངས་སོགས།","6","http://purl.bdrc.io/ontology/core/Instance"
"གཟུངས་སྔགས་དང་༑་དེ་བཞིན་གཤེགས་པའི་མཚན་བཀའ་འགྱུར་སྙིང་པོ་སོགས་ཁ་དོན་བྱེད་རྒྱུ་ཟབ་མོའི་རིགས་ཕྱོགས་གཅིག་ཏུ་བཀོད་པ་དོན་གཉིས་ལྷུན་གྲུབ།","6","http://purl.bdrc.io/ontology/core/Instance"
"གཟུངས་སྔགས་དང་༑༑་དེ་བཞིན་གཤིགས་པའི་མཚན་བཀའ་འགྱུར་སྙིང་པོ་སོགས་ཁ་འདོན་བྱེད་རྒྱུ་ཟབ་མོའི་རིགས་ཕྱོགས་གཅིག་ཏུ་བཀོད་པ་དོན་གཉིས་ལྷུན་གྲུབ།","6","http://purl.bdrc.io/ontology/core/Instance"
